steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39
0.0,7.185546875,1.7939453125,1.443359375,0.927734375,0.5234375,1.1318359375,1.271484375,1.2607421875,0.32421875,0.533203125,0.396484375,1.2216796875,0.9912109375,1.236328125,1.17578125,1.2841796875,1.0263671875,1.33203125,1.103515625,1.15234375,1.5380859375,2.310546875,66.216796875,0.4375,1.2783203125,1.1064453125,0.8388671875,1.1083984375,1.2353515625,1.2861328125,0.5634765625,0.984375,1.2841796875,1.1484375,1.4716796875,0.3486328125,1.1806640625,1.408203125,1.271484375,0.658203125
2631578.947368421,7.353440451159702,2.0313884703406337,4.937505994146882,1.2221572458578942,0.5904398836257385,1.0908038992630809,1.2644518934128357,1.2662242007057425,0.5865247758141516,0.592231671235568,4.010515424353266,1.2286014213456342,0.9918754239491808,1.604951982683092,1.3900227559900682,1.283459827180054,0.9994554863081744,1.5816566594089498,5.003663464596399,1.119174801411721,1.5286170055991726,2.25805244551471,65.54295224165982,0.4750434843787196,1.2867925147270562,1.317530507856459,0.8588571548461914,1.1187533513330687,1.2434361476317006,1.2700743899781288,0.6157494965022291,0.948769601098058,1.296528060680611,1.1502648377352471,1.70995345340211,0.7775588154462568,1.3313917387225291,1.399952418256004,1.2728687217691268,0.6861115558655969
5263157.894736842,35.53341066143851,5.880886363190627,64.26737492632668,8.89645231991924,1.6996514856650229,2.662362656104599,1.9954563943963304,1.2694881682250638,4.974449067895102,1.4659074587835168,63.48050830238744,24.25712547936269,1.478923480596569,7.577606444213529,7.788247015997975,8.280044449993781,0.621307394180932,6.081236926472418,69.56147280029973,8.984321916532654,2.9904472266538003,3.5683788447498954,57.7454779722684,3.961552511622042,1.87438001659108,6.757773481247499,10.421012281380866,1.7501757613839868,1.2605370814780448,10.366097495166224,9.137799006750054,7.023127109390219,1.861440294006855,1.6221045602391633,8.151365850770905,8.736495395776638,4.009086466231835,1.279418221471052,1.281722726584141,1.0757466472086814
7894736.842105264,289.8860134404783,5.117152980159855,72.50735771358839,93.20349536377978,1.4269820078588256,21.03021168114406,20.150185217817757,1.348018004293258,5.492983292344535,14.218852537160458,60.47947370312552,214.86977436403825,5.003673445154755,6.087394616610455,134.1088793006962,64.70175252000381,13.501894477992195,8.065356088146938,67.19714020493949,70.3249167471381,16.556251776845833,21.022060389003595,79.63221633995668,85.23817593635295,8.634487537796153,101.72814001469084,80.23250800156526,4.6376476948281065,11.027217175491646,78.92314106473631,67.65615785551203,61.920463725800666,4.995646022363383,7.286812671333802,36.02560211879066,17.6550205262414,5.427888204516466,10.741041091010196,2.1237720056253804,7.621960978098535
10526315.789473685,603.3342930167667,4.265715094484451,66.22546483935412,475.7240542361611,15.68945167731711,120.72142819222326,195.87398773151097,5.144100231477098,6.563630640341635,77.96117637824484,71.41083280399566,280.150506186023,4.39333426985384,5.0692303411848325,661.645271111063,71.3689083405809,87.89453235953799,4.390480052070934,70.21466189144061,48.78114646425538,77.12114696555523,157.6198537303471,59.33198864374135,458.4516110195678,90.42306381183322,543.6639384008181,66.17542571176122,2.197125971152182,63.58270947358615,60.47382759453517,61.48656640092422,73.75318681500295,6.415275573730469,24.975775996073462,146.18525537295358,140.10527135790886,5.907922845137747,56.50301791162042,6.990855483797448,33.12173325599395
13157894.736842103,660.2172613355261,14.699143560309157,63.53675073533837,745.297149800858,68.08440548165022,502.0923276119285,643.3290645197818,5.306941415464449,5.042182964631395,69.56127706194849,70.48727513944674,303.8266369114292,5.10428566021272,5.424078645468419,717.2636819348111,89.66104187793678,113.41437215884308,5.069129647970859,72.13011373113066,52.56518882001206,272.2460467980509,622.3740721118747,68.16766428749317,692.8740037458425,327.92016754784413,749.8493723116422,61.66259780683016,5.993394510897903,69.17986483851298,74.24345828027276,62.19564952744671,65.19627840301007,6.382048622723101,230.57010880203453,448.0378513838115,588.4529560543493,6.6244032746206685,58.47653396109795,7.238371072383469,166.18418796571007
15789473.684210528,548.4781199162028,50.51756531247802,60.283553189518045,720.0173355852797,133.1892031513754,694.5152054889711,688.6014819528257,3.890975503049727,25.323121385230944,75.4829045398744,59.486795663173176,282.7027915838353,4.299102661682299,5.130946225406721,722.9900388796905,192.90669272150697,108.22387795170928,5.615676002819448,59.50656713343063,64.8007375077858,288.4587283517515,687.2925190859555,63.41400362051755,541.834032676887,512.7135769059456,810.801709727237,67.5722791930645,7.205594963644351,76.66919336820904,73.48227157487104,68.07473953542949,38.73922375496732,6.666758576918836,717.0264107817759,659.4761754508825,777.7610327385139,7.022872676479517,60.055278978849714,6.807714044882651,600.1312339286064
18421052.63157895,761.3432073725228,216.7753575026495,59.0811781315262,656.9965259044785,239.44981934819523,808.4454226348539,549.9522584455495,4.603348285537681,248.59736178390224,143.31533323166448,56.61084959711725,289.59230955023514,5.022665676317716,7.325006561596309,784.0302062919595,301.4429220321106,214.06668366619755,2.222405161553804,83.1998016325721,69.58370517033289,297.9297050597595,798.5832653151325,65.3155467014894,589.7056487234016,809.2546318904845,751.3582398131944,60.49359008546021,6.364954272135472,67.02364917607188,66.26484541483532,74.58763249891285,4.227633600419912,4.782445334331481,756.9980199396445,756.6295066342129,767.8535271694785,26.934492238010417,51.58174768643365,8.511309272364567,640.5893199873103
21052631.57894737,808.1083605230019,621.6728168603787,60.405028303574326,700.1318049549726,225.97020941229735,814.7003226029245,631.5678924180135,8.21466956310325,659.4988446011108,244.9285842810972,66.79355253605301,293.99983458373686,4.900922822820182,9.672254694465783,787.914174742976,394.03882588309926,244.561787993624,12.75897842364959,110.98595149497244,64.02940227054162,299.3699504186572,822.269285587723,67.36297801855198,723.7508630726146,813.1526798660406,752.1935902011692,62.05405364736625,8.553217584076354,60.68744798908603,55.182141311941386,64.49926231574484,39.65537604334614,5.3918289438179,708.2876329923931,783.5645501937232,764.5062176183981,36.63626164148388,51.06278907162992,6.756462731189674,718.4725728972797
23684210.52631579,811.6799448388435,794.138319242694,55.5737426948019,689.7813941738942,250.49232511969484,803.5525063253175,786.2234259074414,7.379394821843282,822.786247448908,261.5907491303547,65.88101869408774,291.3561115581903,4.810258720059804,33.12900726550835,769.8525490430584,652.4026651091854,273.9844398472118,311.7199694694245,126.11857385978804,64.06726851159516,462.18161014969,830.2992409550252,66.21087831407372,720.9532300389044,799.3703070796428,823.9976315353056,57.24176178612537,31.728406309090825,56.8083932723365,57.80646876020775,57.3131105549778,70.35792865647504,5.962265442613089,729.0848943361615,765.2224611298199,803.7248326827284,4.338933228785971,60.650599733283975,23.44628713137556,813.4390133622611
