steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11
0.0,0.5144448280334473,0.4729930162429809,0.5250543355941772,0.4905610680580139,0.5329831838607788,0.5142390131950378,0.5003963112831116,0.3795387148857116,0.5738601088523865,0.5132405161857605,0.4810763001441955,0.4779815673828125
13157894.736842103,8.55625772836514,8.544759250275689,8.642107515975137,8.238893931866524,8.560070834907497,8.60900798260045,8.458050975026584,8.373103676889542,8.523739080724443,8.570472985266312,8.516512923199082,8.539709307471977
26315789.47368421,16.761544089371117,16.780607834443245,16.924163636653226,16.14473441285061,16.750332612698486,16.86832690028095,16.57746833616872,16.529161318548923,16.635222686225823,16.791492363033022,16.715293390369702,16.765315335830184
39473684.21052632,24.9668304503771,25.016456418610804,25.206219757331315,24.050574893834703,24.94059439048948,25.127645817961454,24.696885697310854,24.685218960208303,24.746706291727204,25.012511740799734,24.914073857540323,24.99092136418839
52631578.94736842,33.17211681138308,33.252305002778364,33.488275878009404,31.95641537481879,33.13085616828047,33.38696473564196,32.816303058452995,32.84127660186768,32.85818989722858,33.23353111856645,33.112854324710945,33.216527392546595
65789473.68421053,33.4875209598655,33.52967097799392,33.68440418807692,32.255512389006874,33.167808532714844,33.5985641445793,33.10149905787977,33.07194465432414,33.11229136800541,33.27062225341797,33.381229781646184,33.423986210644635
78947368.42105263,33.76716664658957,33.77096758127703,33.843885520077066,32.52013418062051,33.167808532714844,33.77368974281279,33.35118886121598,33.266693318770514,33.33078167361943,33.27062225341797,33.6136631197198,33.595105245376104
92105263.15789472,34.04681233331365,34.01226418456014,34.003366852077214,32.78475597223414,33.167808532714844,33.94881534104628,33.600878664552184,33.461441983216886,33.549271979233446,33.27062225341797,33.84609645779343,33.76622428010757
105263157.89473684,34.324097338816834,34.25159976737672,34.16232408911774,33.04716661236788,33.167808532714844,34.12270093807656,33.848709540861215,33.65481992011008,33.76602372247922,33.27062225341797,34.074910362225616,33.936171828100555
118421052.63157897,34.38715595726071,34.31297725666658,34.273720914916574,33.10892034525542,33.167808532714844,34.184059280109544,33.92784706826959,33.72380748664666,33.825004932570614,33.27062225341797,33.9752689947879,33.99980965106503
131578947.36842103,34.45021457570458,34.37435474595643,34.385117740715415,33.17067407814296,33.167808532714844,34.24541762214252,34.00698459567796,33.79279505318325,33.88398614266201,33.27062225341797,33.87562762735019,34.0634474740295
144736842.10526314,34.513273194148454,34.43573223524629,34.49651456651425,33.2324278110305,33.167808532714844,34.3067759641755,34.086122123086334,33.86178261971983,33.942967352753406,33.27062225341797,33.775986259912486,34.127085296993975
157894736.84210527,34.575071186493886,34.49651017966043,34.60560374151719,33.29517982820147,33.167808532714844,34.36717078253039,34.165557483391545,33.931788621615425,34.002582112660534,33.27062225341797,33.68228895598924,34.190745336519264
171052631.57894737,34.590216666685514,34.53510051853808,34.629292727728426,33.39487576532129,33.167808532714844,34.39190808105577,34.25601486906703,34.039484282659465,34.085642913003504,33.27062225341797,33.80856607247193,34.255227553512114
184210526.31578943,34.60536214687714,34.57369085741573,34.65298171393965,33.4945717024411,33.167808532714844,34.41664537958115,34.34647225474252,34.147179943703506,34.16870371334647,33.27062225341797,33.934843188954616,34.31970977050497
197368421.0526316,34.620507627068775,34.612281196293374,34.676670700150886,33.59426763956092,33.167808532714844,34.44138267810653,34.436929640418015,34.254875604747546,34.25176451368944,33.27062225341797,34.0611203054373,34.38419198749783
210526315.78947368,34.636082006277974,34.64734308876017,34.7007873658149,33.68871730763078,33.167808532714844,34.461854317758295,34.52218755453045,34.354063274328496,34.330452776844304,33.27062225341797,34.18390020568104,34.44793430721908
223684210.52631575,34.66150744663169,34.60136273138558,34.734727081350826,33.66266934088505,33.167808532714844,34.38435122521367,34.48802269034579,34.257837243511666,34.30871149963588,33.27062225341797,34.2263551585729,34.494682479216266
236842105.2631579,34.6869328869854,34.555382374011,34.768666796886755,33.63662137413933,33.167808532714844,34.306848132669046,34.45385782616112,34.16161121269484,34.286970222427456,33.27062225341797,34.26881011146476,34.54143065121345
250000000.0,34.71235832733912,34.509402016636415,34.802606512422685,33.6105734073936,33.167808532714844,34.229345040124414,34.41969296197646,34.06538518187801,34.26522894521904,33.27062225341797,34.31126506435661,34.58817882321063
