steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12
0.0,0.2314453125,0.091796875,0.0,0.0009765625,0.0,0.0078125,0.1884765625,0.0185546875,0.2275390625,0.1435546875,0.130859375,0.0078125,0.28125
2631578.947368421,0.2259632992942577,0.0914646317754095,0.0,0.0129926924560208,0.0072539770702245,0.0277470934754263,0.1853202518663908,0.0209357639428981,0.2269299499215842,0.1354147284975342,0.1298072714554636,0.0184996570576591,0.275214248086607
5263157.894736842,0.1586871371705116,0.1394286591590607,0.0006644864491808,0.3018210614487075,0.1780984144131563,0.396475493412599,0.2000363791087988,0.1180249528541459,0.2981964650246576,0.0578103210787364,0.1808575395071606,0.1740287664524406,0.1549808417661038
7894736.842105264,0.456838483625502,0.5740632271172268,0.0048626453262286,0.9975686773368856,0.5879213909032933,0.7003115313205033,0.7400385177696841,0.5931316624057591,0.9455343389114844,0.5272083942909981,0.7649721425656137,0.0,0.0
10526315.789473685,0.9992449329830604,0.650531451787975,0.0,1.0,0.6864533675344366,0.7593827921267692,0.8165272530426279,0.7251733690087485,0.9992449329830604,0.6280308667972808,1.0,0.0,0.0
13157894.736842105,1.0,0.6631672930519337,0.0,1.0,0.7322608810382537,0.7206474077008107,0.8468813592377131,0.7251976335477961,1.0,0.6797025395232225,1.0,0.0,0.0
15789473.684210528,0.9996677567754096,0.7275390625,0.0,1.0,0.7342741641311434,0.7019976988393515,0.8614385293131059,0.6765667394918088,1.0,0.6880944164836176,1.0,0.0003322432245904,0.0
18421052.63157895,0.9994110545953556,0.7120343786857795,0.0,1.0,0.7118180108532681,0.7160366803325114,0.824928011590424,0.6607694599436921,1.0,0.7134795704046445,1.0,0.0005889454046444,0.0
21052631.57894737,1.0,0.6836036618726735,0.0,1.0,0.6737771919229354,0.7181159360256882,0.7990092861355177,0.6344641476787029,1.0,0.7345971823399087,1.0,0.0,0.0
23684210.52631579,1.0,0.6827180233688566,0.0,1.0,0.6882461854295387,0.7510025441811686,0.8033537428795136,0.718067406947593,1.0,0.7896473480393682,1.0,0.0,0.0
26315789.47368421,1.0,0.7063271160601249,0.0,1.0,0.7690393865273599,0.8241196312732644,0.7824371158251142,0.8054535091748858,0.9994462612923491,0.8494996575437425,1.0,0.0,0.0
28947368.42105263,0.9987817748431684,0.7475040784502954,0.0,0.9993908874215842,0.837821241891285,0.8826470652445532,0.8080113059596011,0.8621095171265325,0.9996325500784158,0.8788963381273265,1.0,0.0,0.0
31578947.368421055,0.9993758478983618,0.7762971175344366,0.0,0.9996879239491808,0.8949451922049483,0.9194293246705116,0.8871029565869276,0.90638160177215,1.0,0.903099503873788,1.0,0.0,0.0
34210526.315789476,1.0,0.7959039085789731,0.0,1.0,0.9207476988393514,0.9263449005803244,0.9017746283407028,0.9169921875,1.0,0.9325221661385408,1.0,0.0,0.0
36842105.2631579,1.0,0.7969050790464449,0.0,1.0,0.9323557010978212,0.925579921690711,0.9077403102885324,0.9262949977885324,1.0,0.9472054669071104,1.0,0.0,0.0
39473684.21052632,1.0,0.7842699246393346,0.0,1.0,0.9229417996393346,0.9332567225532848,0.9342438837828068,0.9386782342377132,1.0,0.9400820613237628,1.0,0.0,0.0
42105263.15789474,1.0,0.7902003998901705,0.0,1.0,0.9395040580770646,0.9336843305677588,0.9313887070420708,0.9200521030584532,1.0,0.9650560204672352,1.0,0.0,0.0
44736842.10526316,1.0,0.794781048212025,0.0,1.0,0.9404648941969938,0.9477140870450936,0.9560806691811686,0.956564337923256,1.0,0.951770388848894,1.0,0.0,0.0
47368421.05263158,1.0,0.793412427822969,0.0,1.0,0.9305027251098296,0.9465512357590272,0.9308052327163991,0.9434400436950852,1.0,0.9596987642409728,1.0,0.0,0.0
50000000.0,1.0,0.814453125,0.0,1.0,0.9228515625,0.958984375,0.9375,0.947265625,1.0,0.947265625,1.0,0.0,0.0
